Time,Bid_Open,Bid_Close,Ask_Open,Ask_Close
2009-12-31T22:00:00.000000000Z,1.61578,1.61513,1.61678,1.61613
2010-01-02T22:00:00.000000000Z,1.61542,1.61082,1.61642,1.61162
2010-01-03T22:00:00.000000000Z,1.61075,1.60824,1.61155,1.60864
2010-01-04T22:00:00.000000000Z,1.60820,1.59899,1.60860,1.59934
2010-01-05T22:00:00.000000000Z,1.59902,1.60169,1.59937,1.60204
2010-01-06T22:00:00.000000000Z,1.60165,1.59299,1.60200,1.59334
2010-01-07T22:00:00.000000000Z,1.59306,1.60182,1.59341,1.60282
2010-01-08T22:00:00.000000000Z,1.60067,1.60168,1.60167,1.60268
2010-01-09T22:00:00.000000000Z,1.60189,1.60675,1.60289,1.60725
2010-01-10T22:00:00.000000000Z,1.60668,1.61132,1.60718,1.61167
2010-01-11T22:00:00.000000000Z,1.61137,1.61625,1.61172,1.61660
2010-01-12T22:00:00.000000000Z,1.61608,1.62788,1.61643,1.62823
2010-01-13T22:00:00.000000000Z,1.62801,1.63339,1.62836,1.63374
2010-01-14T22:00:00.000000000Z,1.63335,1.62589,1.63370,1.62689
2010-01-15T22:00:00.000000000Z,1.62579,1.62591,1.62679,1.62691
2010-01-16T22:00:00.000000000Z,1.62591,1.62582,1.62691,1.62622
2010-01-17T22:00:00.000000000Z,1.62594,1.63405,1.62634,1.63440
2010-01-18T22:00:00.000000000Z,1.63400,1.63594,1.63435,1.63629
2010-01-19T22:00:00.000000000Z,1.63599,1.62896,1.63634,1.62931
2010-01-20T22:00:00.000000000Z,1.62885,1.61938,1.62920,1.61973
2010-01-21T22:00:00.000000000Z,1.61948,1.61083,1.61983,1.61183
2010-01-22T22:00:00.000000000Z,1.60998,1.60998,1.61098,1.61098
2010-01-23T22:00:00.000000000Z,1.60998,1.61008,1.61098,1.61058
2010-01-24T22:00:00.000000000Z,1.61032,1.62421,1.61082,1.62456
2010-01-25T22:00:00.000000000Z,1.62425,1.61412,1.62460,1.61447
2010-01-26T22:00:00.000000000Z,1.61416,1.61676,1.61451,1.61711
2010-01-27T22:00:00.000000000Z,1.61687,1.61356,1.61722,1.61391
2010-01-28T22:00:00.000000000Z,1.61361,1.59818,1.61396,1.59918
2010-01-29T22:00:00.000000000Z,1.59813,1.59812,1.59913,1.59912
2010-01-30T22:00:00.000000000Z,1.59857,1.59432,1.59957,1.59487
2010-01-31T22:00:00.000000000Z,1.59445,1.59558,1.59500,1.59593
2010-02-01T22:00:00.000000000Z,1.59563,1.59723,1.59598,1.59758
2010-02-02T22:00:00.000000000Z,1.59729,1.58921,1.59764,1.58956
2010-02-03T22:00:00.000000000Z,1.58916,1.57527,1.58951,1.57562
2010-02-04T22:00:00.000000000Z,1.57540,1.56359,1.57575,1.56459
2010-02-05T22:00:00.000000000Z,1.56575,1.56575,1.56675,1.56675
2010-02-06T22:00:00.000000000Z,1.56555,1.55892,1.56655,1.55962
2010-02-07T22:00:00.000000000Z,1.55896,1.55834,1.55966,1.55869
2010-02-08T22:00:00.000000000Z,1.55839,1.57176,1.55874,1.57211
2010-02-09T22:00:00.000000000Z,1.57181,1.55933,1.57216,1.55968
2010-02-10T22:00:00.000000000Z,1.55940,1.57037,1.55975,1.57072
2010-02-11T22:00:00.000000000Z,1.57041,1.56953,1.57076,1.57053
2010-02-12T22:00:00.000000000Z,1.56964,1.56964,1.57064,1.57064
2010-02-13T22:00:00.000000000Z,1.56955,1.56808,1.57055,1.56858
2010-02-14T22:00:00.000000000Z,1.56800,1.56574,1.56850,1.56614
2010-02-15T22:00:00.000000000Z,1.56579,1.57904,1.56619,1.57939
2010-02-16T22:00:00.000000000Z,1.57913,1.56707,1.57948,1.56742
2010-02-17T22:00:00.000000000Z,1.56751,1.55288,1.56786,1.55323
2010-02-18T22:00:00.000000000Z,1.55309,1.54673,1.55344,1.54773
2010-02-19T22:00:00.000000000Z,1.54731,1.54676,1.54831,1.54776
2010-02-20T22:00:00.000000000Z,1.54651,1.54754,1.54801,1.54854
2010-02-21T22:00:00.000000000Z,1.54739,1.54799,1.54839,1.54834
2010-02-22T22:00:00.000000000Z,1.54811,1.54227,1.54846,1.54262
2010-02-23T22:00:00.000000000Z,1.54285,1.54070,1.54320,1.54105
2010-02-24T22:00:00.000000000Z,1.54076,1.52642,1.54111,1.52677
2010-02-25T22:00:00.000000000Z,1.52637,1.52315,1.52672,1.52415
2010-02-26T22:00:00.000000000Z,1.52458,1.52311,1.52558,1.52411
2010-02-27T22:00:00.000000000Z,1.52261,1.51535,1.52461,1.51585
2010-02-28T22:00:00.000000000Z,1.51541,1.49883,1.51591,1.49918
2010-03-01T22:00:00.000000000Z,1.49889,1.49698,1.49924,1.49733
2010-03-02T22:00:00.000000000Z,1.49714,1.50970,1.49749,1.51005
2010-03-03T22:00:00.000000000Z,1.50995,1.50309,1.51030,1.50344
2010-03-04T22:00:00.000000000Z,1.50315,1.51332,1.50350,1.51432
2010-03-05T22:00:00.000000000Z,1.51328,1.51328,1.51428,1.51428
2010-03-06T22:00:00.000000000Z,1.51278,1.51288,1.51478,1.51388
2010-03-07T22:00:00.000000000Z,1.51278,1.50645,1.51378,1.50680
2010-03-08T22:00:00.000000000Z,1.50630,1.49952,1.50665,1.49987
2010-03-09T22:00:00.000000000Z,1.49961,1.49757,1.49996,1.49792
2010-03-10T22:00:00.000000000Z,1.49764,1.50595,1.49799,1.50630
2010-03-11T22:00:00.000000000Z,1.50601,1.51998,1.50636,1.52098
2010-03-13T22:00:00.000000000Z,1.51905,1.51733,1.52005,1.51803
2010-03-14T21:00:00.000000000Z,1.51737,1.50553,1.51807,1.50588
2010-03-15T21:00:00.000000000Z,1.50559,1.52412,1.50594,1.52447
2010-03-16T21:00:00.000000000Z,1.52427,1.53241,1.52462,1.53276
2010-03-17T21:00:00.000000000Z,1.53237,1.52424,1.53272,1.52459
2010-03-18T21:00:00.000000000Z,1.52415,1.50083,1.52450,1.50183
2010-03-19T21:00:00.000000000Z,1.50089,1.50089,1.50189,1.50189
2010-03-20T21:00:00.000000000Z,1.50136,1.50191,1.50236,1.50291
2010-03-21T21:00:00.000000000Z,1.50178,1.50978,1.50278,1.51013
2010-03-22T21:00:00.000000000Z,1.50991,1.50452,1.51026,1.50487
2010-03-23T21:00:00.000000000Z,1.50458,1.48648,1.50493,1.48683
2010-03-24T21:00:00.000000000Z,1.48652,1.48104,1.48687,1.48139
2010-03-25T21:00:00.000000000Z,1.48111,1.48924,1.48146,1.49024
2010-03-26T21:00:00.000000000Z,1.48867,1.48926,1.48967,1.49026
2010-03-27T21:00:00.000000000Z,1.49160,1.49171,1.49260,1.49241
2010-03-28T21:00:00.000000000Z,1.49175,1.49860,1.49245,1.49895
2010-03-29T21:00:00.000000000Z,1.49854,1.50673,1.49889,1.50708
2010-03-30T21:00:00.000000000Z,1.50676,1.51819,1.50711,1.51854
2010-03-31T21:00:00.000000000Z,1.51812,1.52899,1.51847,1.52934
2010-04-01T21:00:00.000000000Z,1.52888,1.52036,1.52923,1.52136
2010-04-02T21:00:00.000000000Z,1.52006,1.52006,1.52106,1.52106
2010-04-03T21:00:00.000000000Z,1.51956,1.52812,1.52156,1.52892
2010-04-04T21:00:00.000000000Z,1.52798,1.52934,1.52878,1.52969
2010-04-05T21:00:00.000000000Z,1.52930,1.52646,1.52965,1.52681
2010-04-06T21:00:00.000000000Z,1.52651,1.52397,1.52686,1.52432
2010-04-07T21:00:00.000000000Z,1.52405,1.52777,1.52440,1.52812
2010-04-08T21:00:00.000000000Z,1.52783,1.53658,1.52818,1.53758
2010-04-09T21:00:00.000000000Z,1.53753,1.53669,1.53853,1.53769
2010-04-10T21:00:00.000000000Z,1.53727,1.54524,1.53827,1.54624
2010-04-11T21:00:00.000000000Z,1.54528,1.53669,1.54628,1.53704
2010-04-12T21:00:00.000000000Z,1.53660,1.53794,1.53695,1.53829
2010-04-13T21:00:00.000000000Z,1.53799,1.54647,1.53834,1.54682
2010-04-14T21:00:00.000000000Z,1.54638,1.54935,1.54673,1.54970
2010-04-15T21:00:00.000000000Z,1.54942,1.53580,1.54977,1.53680
2010-04-17T21:00:00.000000000Z,1.53562,1.52727,1.53662,1.52787
2010-04-18T21:00:00.000000000Z,1.52745,1.53361,1.52805,1.53396
2010-04-19T21:00:00.000000000Z,1.53355,1.53565,1.53390,1.53600
2010-04-20T21:00:00.000000000Z,1.53569,1.54089,1.53604,1.54124
2010-04-21T21:00:00.000000000Z,1.54080,1.53765,1.54115,1.53800
2010-04-22T21:00:00.000000000Z,1.53793,1.53713,1.53828,1.53813
2010-04-23T21:00:00.000000000Z,1.53719,1.53719,1.53819,1.53819
2010-04-24T21:00:00.000000000Z,1.53635,1.53831,1.53735,1.53931
2010-04-25T21:00:00.000000000Z,1.53826,1.54564,1.53926,1.54599
2010-04-26T21:00:00.000000000Z,1.54560,1.52628,1.54595,1.52663
2010-04-27T21:00:00.000000000Z,1.52621,1.52068,1.52656,1.52103
2010-04-28T21:00:00.000000000Z,1.52064,1.53178,1.52099,1.53213
2010-04-29T21:00:00.000000000Z,1.53174,1.52655,1.53209,1.52755
2010-04-30T21:00:00.000000000Z,1.52669,1.52704,1.52769,1.52804
2010-05-01T21:00:00.000000000Z,1.52854,1.53213,1.52954,1.53283
2010-05-02T21:00:00.000000000Z,1.53261,1.52458,1.53331,1.52493
2010-05-03T21:00:00.000000000Z,1.52436,1.51417,1.52471,1.51452
2010-05-04T21:00:00.000000000Z,1.51421,1.51000,1.51456,1.51035
2010-05-05T21:00:00.000000000Z,1.51006,1.48303,1.51041,1.48343
2010-05-06T21:00:00.000000000Z,1.48298,1.47990,1.48338,1.48090
2010-05-07T21:00:00.000000000Z,1.47985,1.47843,1.48085,1.47943
2010-05-08T21:00:00.000000000Z,1.47883,1.48668,1.47983,1.48868
2010-05-09T21:00:00.000000000Z,1.48664,1.48450,1.48864,1.48485
2010-05-10T21:00:00.000000000Z,1.48431,1.49537,1.48466,1.49572
2010-05-11T21:00:00.000000000Z,1.49543,1.48216,1.49578,1.48251
2010-05-12T21:00:00.000000000Z,1.48209,1.46121,1.48244,1.46156
2010-05-13T21:00:00.000000000Z,1.46112,1.45302,1.46147,1.45402
2010-05-14T21:00:00.000000000Z,1.45292,1.45303,1.45392,1.45403
2010-05-15T21:00:00.000000000Z,1.45352,1.45096,1.45452,1.45166
2010-05-16T21:00:00.000000000Z,1.45091,1.44724,1.45161,1.44759
